"","","",""
"0-0-0-145-258-4527-1","0","0","0"
"0-0-0-148-258-2666-1","0","0","0"
"0-0-0-146-258-3118-1","0","0","0"
"0-0-1-149-258-9793-1","0","0","0"
"0-0-0-149-258-1257-1","0","0","0"
"0-0-0-145-258-1517-1","0","0","0"
"0-0-0-145-258-3689-1","0","0","0"
"0-0-1-143-258-2597-1","0","0","0"
"0-0-1-151-258-152-1","0","0","0"
"0-0-20-155-258-3851-1","0","0","0"
"0-0-1-146-258-2849-1","0","0","0"
"0-0-1-152-258-5828-1","0","0","0"
"0-0-1-152-258-332-1","0","0","0"
"0-0-3-152-258-3476-1","0","0","0"
"0-0-1-152-258-18-1","0","0","0"
"0-0-0-148-258-848-1","0","0","0"
"0-0-3-151-258-1875-1","0","0","0"
"0-0-1-146-258-379-1","0","0","0"
"0-0-7-148-258-964-1","0","0","0"
"0-0-1-149-258-1601-1","0","0","0"
"0-0-6-153-258-2305-1","0","0","0"
"0-0-1-147-258-559-1","0","0","0"
"0-0-9-153-258-2694-1","0","0","0"
"0-0-0-151-258-698-1","0","0","0"
"0-0-1-150-258-1157-1","0","0","0"
"0-0-1-148-258-739-1","0","0","0"
"0-0-0-146-258-263-1","0","0","0"
"0-0-1-149-258-919-1","0","0","0"
"0-0-0-147-258-443-1","0","0","0"
"0-0-0-148-258-3624-1","0","0","0"
"0-0-0-149-258-2215-1","0","0","0"
"0-0-0-148-258-2786-1","0","0","0"
"0-0-0-152-258-561-1","0","0","0"
"0-0-1-144-258-2146-1","0","0","0"
"0-0-0-149-258-1377-1","0","0","0"
"0-0-0-151-258-6788-1","0","0","0"
"0-0-0-147-258-3970-1","0","0","0"
"0-0-1-151-258-272-1","0","0","0"
"0-0-2-148-258-313-1","0","0","0"
"0-0-1-150-258-2115-1","0","0","0"
"0-0-1-152-258-452-1","0","0","0"
"0-0-1-147-258-3070-1","0","0","0"
"0-0-0-148-258-968-1","0","0","0"
"0-0-0-151-258-1606-1","0","0","0"
"0-0-1-141-258-4-1","0","0","0"
"0-0-1-153-258-632-1","0","0","0"
"0-0-9-150-258-50-1","0","0","0"
"0-0-1-146-258-499-1","0","0","0"
"0-0-1-149-258-1721-1","0","0","0"
"0-0-1-147-258-679-1","0","0","0"
"0-0-1-149-258-3893-1","0","0","0"
"0-0-0-152-258-2369-1","0","0","0"
"0-0-1-150-258-1277-1","0","0","0"
"0-0-0-146-258-383-1","0","0","0"
"0-0-0-147-258-563-1","0","0","0"
"0-0-0-146-258-6368-1","0","0","0"
"0-0-0-149-258-2335-1","0","0","0"
"0-0-1-148-258-7129-1","0","0","0"
"0-0-1-143-258-1503-1","0","0","0"
"0-0-1-148-258-87-1","0","0","0"
"0-0-0-143-258-129-1","0","0","0"
"0-0-0-144-258-309-1","0","0","0"
"0-0-0-146-258-3358-1","0","0","0"
"0-0-0-152-258-681-1","0","0","0"
"0-0-1-150-258-5245-1","0","0","0"
"0-0-0-149-258-1497-1","0","0","0"
"0-0-5-152-258-4223-1","0","0","0"
"0-0-0-145-258-1757-1","0","0","0"
"0-0-0-153-258-861-1","0","0","0"
"0-0-1-151-258-392-1","0","0","0"
"0-0-0-148-258-9884-1","0","0","0"
"0-0-3-152-258-1544-1","0","0","0"
"0-0-1-150-258-2235-1","0","0","0"
"0-0-1-148-258-1109-1","0","0","0"
"0-0-1-152-258-572-1","0","0","0"
"0-0-0-139-258-1471-1","0","0","0"
"0-0-5-152-258-1213-1","0","0","0"
"0-0-10-150-258-263-1","0","0","0"
"0-0-0-145-258-8735-1","0","0","0"
"0-0-0-148-258-4702-1","0","0","0"
"0-0-0-148-258-6874-1","0","0","0"
"0-0-1-149-258-1841-1","0","0","0"
"0-0-1-147-258-799-1","0","0","0"
"0-0-1-148-258-979-1","0","0","0"
"0-0-0-149-258-5465-1","0","0","0"
"0-0-7-151-258-903-1","0","0","0"
"0-0-0-147-258-683-1","0","0","0"
"0-0-0-148-258-3864-1","0","0","0"
"0-0-8-150-258-3237-1","0","0","0"
"0-0-0-146-258-4316-1","0","0","0"
"0-0-0-145-258-2715-1","0","0","0"
"0-0-4-149-258-303-1","0","0","0"
"0-0-1-147-258-5648-1","0","0","0"
"0-0-0-143-258-249-1","0","0","0"
"0-0-9-148-258-894-1","0","0","0"
"0-0-7-152-258-1319-1","0","0","0"
"0-0-0-145-258-89-1","0","0","0"
"0-0-0-146-258-1306-1","0","0","0"
"0-0-0-140-258-953-1","0","0","0"
"0-0-0-145-258-609-1","0","0","0"
"0-0-0-145-258-1877-1","0","0","0"
"0-0-1-147-258-2638-1","0","0","0"
"0-0-0-147-258-2069-1","0","0","0"
"0-0-7-150-258-63-1","0","0","0"
"0-0-0-152-258-3447-1","0","0","0"
"0-0-1-148-258-1229-1","0","0","0"
"0-0-1-152-258-692-1","0","0","0"
"0-0-0-151-258-1846-1","0","0","0"
"0-0-3-147-258-264-1","0","0","0"
"0-0-6-153-258-2665-1","0","0","0"
"0-0-0-149-258-3413-1","0","0","0"
"0-0-2-149-258-1061-1","0","0","0"
"0-0-1-148-258-8207-1","0","0","0"
"0-0-0-148-258-1812-1","0","0","0"
"0-0-1-143-258-4753-1","0","0","0"
"0-0-0-148-258-3984-1","0","0","0"
"0-0-0-149-258-2575-1","0","0","0"
"0-0-4-149-258-423-1","0","0","0"
"0-0-0-150-258-502-1","0","0","0"
"0-0-0-143-258-1174-1","0","0","0"
"0-0-0-147-258-3027-1","0","0","0"
"0-0-0-143-258-369-1","0","0","0"
"0-0-6-153-258-74-1","0","0","0"
"0-0-0-146-258-1426-1","0","0","0"
"0-0-0-144-258-549-1","0","0","0"
"0-0-0-146-258-3598-1","0","0","0"
"0-0-0-145-258-729-1","0","0","0"
"0-0-3-148-258-789-1","0","0","0"
"0-0-0-145-258-1997-1","0","0","0"
"0-0-12-152-258-13-1","0","0","0"
"0-0-0-146-258-909-1","0","0","0"
"0-0-0-147-258-2189-1","0","0","0"
"0-0-0-148-258-7952-1","0","0","0"
"0-0-0-143-258-8152-1","0","0","0"
"0-0-1-145-258-1097-1","0","0","0"
"0-0-0-152-258-3567-1","0","0","0"
"0-0-1-150-258-2475-1","0","0","0"
"0-0-1-148-258-1349-1","0","0","0"
"0-0-7-151-258-6816-1","0","0","0"
"0-0-0-151-258-1966-1","0","0","0"
"0-0-0-147-258-12710-1","0","0","0"
"0-0-0-148-258-4942-1","0","0","0"
"0-0-1-151-258-1066-1","0","0","0"
"0-0-0-149-258-3533-1","0","0","0"
"0-0-7-150-258-963-1","0","0","0"
"0-0-0-143-258-2132-1","0","0","0"
"0-0-1-144-258-123-1","0","0","0"
"0-0-1-147-258-8898-1","0","0","0"
"0-0-1-150-258-738-1","0","0","0"
"0-0-8-150-258-1305-1","0","0","0"
"0-0-1-145-258-5065-1","0","0","0"
"0-0-1-151-258-918-1","0","0","0"
"0-0-1-148-258-5317-1","0","0","0"
"0-0-0-149-258-2695-1","0","0","0"
"0-0-2-151-258-1410-1","0","0","0"
"0-0-0-145-258-2955-1","0","0","0"
"0-0-1-147-258-3716-1","0","0","0"
"0-0-0-150-258-622-1","0","0","0"
"0-0-0-143-258-1294-1","0","0","0"
"0-0-0-147-258-3147-1","0","0","0"
"0-0-0-143-258-489-1","0","0","0"
"0-0-0-151-258-802-1","0","0","0"
"0-0-0-146-258-1546-1","0","0","0"
"0-0-0-144-258-669-1","0","0","0"
"0-0-1-150-258-3433-1","0","0","0"
"0-0-20-154-258-1547-1","0","0","0"
"0-0-1-148-258-2307-1","0","0","0"
"0-0-0-139-258-234-1","0","0","0"
"0-0-1-148-258-4479-1","0","0","0"
"0-0-0-145-258-849-1","0","0","0"
"0-0-5-149-258-434-1","0","0","0"
"0-0-9-151-258-1799-1","0","0","0"
"0-0-1-151-258-2024-1","0","0","0"
"0-0-9-155-258-2152-1","0","0","0"
"0-0-1-148-258-1469-1","0","0","0"
"0-0-2-151-258-75-1","0","0","0"
"0-0-3-151-258-608-1","0","0","0"
"0-0-10-152-258-983-1","0","0","0"
"0-0-7-153-258-379-1","0","0","0"
"0-0-0-149-258-3653-1","0","0","0"
"0-0-1-141-258-1160-1","0","0","0"
"0-0-1-144-258-243-1","0","0","0"
"0-0-1-150-258-858-1","0","0","0"
"0-0-8-150-258-1425-1","0","0","0"
"0-0-0-146-258-2504-1","0","0","0"
"0-0-1-145-258-423-1","0","0","0"
"0-0-2-151-258-1530-1","0","0","0"
"0-0-7-153-258-1108-1","0","0","0"
"0-0-1-146-258-603-1","0","0","0"
"0-0-0-150-258-742-1","0","0","0"
"0-0-0-147-258-3267-1","0","0","0"
"0-0-1-145-258-2175-1","0","0","0"
"0-0-1-149-258-4028-1","0","0","0"
"0-0-0-151-258-922-1","0","0","0"
"0-0-1-149-258-53-1","0","0","0"
"0-0-0-144-258-789-1","0","0","0"
"0-0-1-148-258-2427-1","0","0","0"
"0-0-0-145-258-969-1","0","0","0"
"0-0-5-149-258-554-1","0","0","0"
"0-0-1-147-258-2998-1","0","0","0"
"0-0-1-151-258-2144-1","0","0","0"
"0-0-1-149-258-1018-1","0","0","0"
"0-0-12-150-258-1875-1","0","0","0"
"0-0-1-148-258-1589-1","0","0","0"
"0-0-1-143-258-44-1","0","0","0"
"0-0-5-152-258-1693-1","0","0","0"
"0-0-2-151-258-612-1","0","0","0"
"0-0-0-149-258-1601-1","0","0","0"
"0-0-4-151-258-619-1","0","0","0"
"0-0-0-143-258-2372-1","0","0","0"
"0-0-1-144-258-363-1","0","0","0"
"0-0-5-151-258-27-1","0","0","0"
"0-0-1-150-258-978-1","0","0","0"
"0-0-0-146-258-2624-1","0","0","0"
"0-0-1-144-258-1532-1","0","0","0"
"0-0-1-146-258-723-1","0","0","0"
"0-0-0-147-258-1215-1","0","0","0"
"0-0-0-150-258-862-1","0","0","0"
"0-0-0-148-258-7009-1","0","0","0"
"0-0-0-147-258-9090-1","0","0","0"
"0-0-1-147-258-903-1","0","0","0"
"0-0-7-149-258-2603-1","0","0","0"
"0-0-0-146-258-1786-1","0","0","0"
"0-0-1-148-258-2547-1","0","0","0"
"0-0-0-141-258-4007-1","0","0","0"
"0-0-0-146-258-55-1","0","0","0"
"0-0-0-139-258-474-1","0","0","0"
"0-0-6-151-258-309-1","0","0","0"
"0-0-1-149-258-1138-1","0","0","0"
"0-0-7-153-258-39-1","0","0","0"
"0-0-20-148-258-3614-1","0","0","0"
"0-0-6-149-258-1196-1","0","0","0"
"0-0-0-149-258-4731-1","0","0","0"
"0-0-0-143-258-3330-1","0","0","0"
"0-0-0-149-258-1721-1","0","0","0"
"0-0-0-149-258-3893-1","0","0","0"
"0-0-0-144-258-4093-1","0","0","0"
"0-0-4-151-258-739-1","0","0","0"
"0-0-7-154-258-799-1","0","0","0"
"0-0-0-143-258-2492-1","0","0","0"
"0-0-7-149-258-364-1","0","0","0"
"0-0-1-144-258-483-1","0","0","0"
"0-0-0-146-258-2744-1","0","0","0"
"0-0-1-149-258-7278-1","0","0","0"
"0-0-1-144-258-1652-1","0","0","0"
"0-0-1-145-258-663-1","0","0","0"
"0-0-0-144-258-1083-1","0","0","0"
"0-0-0-150-258-4062-1","0","0","0"
"0-0-0-148-258-1-1","0","0","0"
"0-0-7-153-258-1348-1","0","0","0"
"0-0-1-146-258-843-1","0","0","0"
"0-0-0-147-258-1335-1","0","0","0"
"0-0-0-150-258-982-1","0","0","0"
"0-0-0-148-258-7129-1","0","0","0"
"0-0-1-149-258-4268-1","0","0","0"
"0-0-0-150-258-1052-1","0","0","0"
"0-0-1-150-258-3793-1","0","0","0"
"0-0-1-148-258-2667-1","0","0","0"
"0-0-6-154-258-40-1","0","0","0"
"0-0-1-149-258-1258-1","0","0","0"
"0-0-5-153-258-1362-1","0","0","0"
"0-0-0-152-258-1875-1","0","0","0"
"0-0-0-144-258-5051-1","0","0","0"
"0-0-0-148-258-1109-1","0","0","0"
"0-0-0-140-258-1688-1","0","0","0"
"0-0-0-149-258-1841-1","0","0","0"
"0-0-7-153-258-2306-1","0","0","0"
"0-0-12-152-258-1318-1","0","0","0"
"0-0-1-145-258-1201-1","0","0","0"
"0-0-1-145-258-3373-1","0","0","0"
"0-0-0-146-258-2864-1","0","0","0"
"0-0-0-150-258-2010-1","0","0","0"
"0-0-1-144-258-1772-1","0","0","0"
"0-0-0-152-258-39-1","0","0","0"
"0-0-0-150-258-4182-1","0","0","0"
"0-0-7-153-258-1468-1","0","0","0"
"0-0-1-149-258-2216-1","0","0","0"
"0-0-0-149-258-143-1","0","0","0"
"0-0-0-147-258-5648-1","0","0","0"
"0-0-5-148-258-19-1","0","0","0"
"0-0-0-143-258-5908-1","0","0","0"
"0-0-0-150-258-1172-1","0","0","0"
"0-0-0-148-258-4239-1","0","0","0"
"0-0-0-140-258-2646-1","0","0","0"
"0-0-1-149-258-1378-1","0","0","0"
"0-0-0-141-258-1237-1","0","0","0"
"0-0-1-152-258-1095-1","0","0","0"
"0-0-0-148-258-1229-1","0","0","0"
"0-0-5-152-258-613-1","0","0","0"
"0-0-2-152-258-41-1","0","0","0"
"0-0-0-146-258-3822-1","0","0","0"
"0-0-2-151-258-972-1","0","0","0"
"0-0-1-144-258-2730-1","0","0","0"
"0-0-0-149-258-1961-1","0","0","0"
"0-0-0-144-258-2161-1","0","0","0"
"0-0-7-148-258-21-1","0","0","0"
"0-0-0-147-258-2413-1","0","0","0"
"0-0-1-145-258-1321-1","0","0","0"
"0-0-0-146-258-2984-1","0","0","0"
"0-0-0-147-258-8778-1","0","0","0"
"0-0-0-150-258-2130-1","0","0","0"
"0-0-1-148-258-3745-1","0","0","0"
"0-0-1-146-258-2084-1","0","0","0"
"0-0-4-149-258-20-1","0","0","0"
"0-0-9-155-258-2918-1","0","0","0"
"0-0-0-147-258-1575-1","0","0","0"
"0-0-5-151-258-2279-1","0","0","0"
"0-0-1-151-258-3462-1","0","0","0"
"0-0-1-149-258-2336-1","0","0","0"
"0-0-0-149-258-263-1","0","0","0"
"0-0-1-150-258-1861-1","0","0","0"
"0-0-0-150-258-1292-1","0","0","0"
"0-0-1-149-258-154-1","0","0","0"
"0-0-0-141-258-1357-1","0","0","0"
"0-0-0-148-258-1349-1","0","0","0"
"0-0-0-144-258-1609-1","0","0","0"
"0-0-0-143-258-713-1","0","0","0"
"0-0-1-144-258-10-1","0","0","0"
"0-0-7-152-258-3955-1","0","0","0"
"0-0-6-150-258-264-1","0","0","0"
"0-0-7-150-258-2294-1","0","0","0"
"0-0-1-148-258-4703-1","0","0","0"
"0-0-0-147-258-2533-1","0","0","0"
"0-0-0-151-258-219-1","0","0","0"
"0-0-0-152-258-3911-1","0","0","0"
"0-0-0-150-258-2250-1","0","0","0"
"0-0-6-151-258-2968-1","0","0","0"
"0-0-1-151-258-1410-1","0","0","0"
"0-0-0-147-258-1695-1","0","0","0"
"0-0-1-151-258-3582-1","0","0","0"
"0-0-1-149-258-2456-1","0","0","0"
"0-0-7-153-258-603-1","0","0","0"
"0-0-0-149-258-383-1","0","0","0"
"0-0-0-148-258-2307-1","0","0","0"
"0-0-0-148-258-4479-1","0","0","0"
"0-0-0-147-258-21-1","0","0","0"
"0-0-1-149-258-274-1","0","0","0"
"0-0-0-141-258-1477-1","0","0","0"
"0-0-1-146-258-4000-1","0","0","0"
"0-0-0-148-258-1469-1","0","0","0"
"0-0-5-152-258-853-1","0","0","0"
"0-0-0-144-258-1729-1","0","0","0"
"0-0-0-143-258-833-1","0","0","0"
"0-0-1-140-258-184-1","0","0","0"
"0-0-1-148-258-4823-1","0","0","0"
"0-0-12-153-258-3279-1","0","0","0"
"0-0-0-150-258-159-1","0","0","0"
"0-0-1-150-258-7-1","0","0","0"
"0-0-0-147-258-2653-1","0","0","0"
"0-0-1-143-258-724-1","0","0","0"
"0-0-1-145-258-1561-1","0","0","0"
"0-0-2-149-258-33-1","0","0","0"
"0-0-0-151-258-339-1","0","0","0"
"0-0-10-153-258-263-1","0","0","0"
"0-0-1-149-258-5586-1","0","0","0"
"0-0-1-148-258-1813-1","0","0","0"
"0-0-1-151-258-1530-1","0","0","0"
"0-0-1-149-258-2576-1","0","0","0"
"0-0-5-153-258-2680-1","0","0","0"
"0-0-0-141-258-2435-1","0","0","0"
"0-0-0-148-258-2427-1","0","0","0"
"0-0-0-148-258-4599-1","0","0","0"
"0-0-0-152-258-202-1","0","0","0"
"0-0-7-150-258-1200-1","0","0","0"
"0-0-1-149-258-394-1","0","0","0"
"0-0-0-149-258-1018-1","0","0","0"
"0-0-0-141-258-1597-1","0","0","0"
"0-0-5-152-258-973-1","0","0","0"
"0-0-0-147-258-3611-1","0","0","0"
"0-0-0-144-258-1849-1","0","0","0"
"0-0-0-148-258-609-1","0","0","0"
"0-0-1-146-258-1110-1","0","0","0"
"0-0-7-153-258-2786-1","0","0","0"
"0-0-0-150-258-1818-1","0","0","0"
"0-0-0-150-258-279-1","0","0","0"
"0-0-0-147-258-2773-1","0","0","0"
"0-0-0-151-258-459-1","0","0","0"
"0-0-1-148-258-1933-1","0","0","0"
"0-0-0-150-258-2490-1","0","0","0"
"0-0-2-152-258-3820-1","0","0","0"
"0-0-0-147-258-204-1","0","0","0"
"0-0-1-151-258-1650-1","0","0","0"
"0-0-0-151-258-1081-1","0","0","0"
"0-0-0-149-258-4148-1","0","0","0"
"0-0-8-151-258-374-1","0","0","0"
"0-0-0-144-258-2807-1","0","0","0"
"0-0-0-144-258-4979-1","0","0","0"
"0-0-0-150-258-7958-1","0","0","0"
"0-0-0-152-258-322-1","0","0","0"
"0-0-0-149-258-1138-1","0","0","0"
"0-0-1-146-258-4240-1","0","0","0"
"0-0-6-148-258-954-1","0","0","0"
"0-0-0-145-258-2070-1","0","0","0"
"0-0-1-152-258-213-1","0","0","0"
"0-0-0-148-258-729-1","0","0","0"
"0-0-1-144-258-1069-1","0","0","0"
"0-0-0-139-258-3284-1","0","0","0"
"0-0-0-151-258-3539-1","0","0","0"
"0-0-1-146-258-1230-1","0","0","0"
"0-0-0-149-258-909-1","0","0","0"
"0-0-0-150-258-399-1","0","0","0"
"0-0-0-147-258-2893-1","0","0","0"
"0-0-1-143-258-964-1","0","0","0"
"0-0-0-148-258-8687-1","0","0","0"
"0-0-9-153-258-2575-1","0","0","0"
"0-0-1-149-258-3654-1","0","0","0"
"0-0-0-147-258-4914-1","0","0","0"
"0-0-6-153-258-4358-1","0","0","0"
"0-0-0-151-258-579-1","0","0","0"
"0-0-1-150-258-1038-1","0","0","0"
"0-0-0-146-258-144-1","0","0","0"
"0-0-1-140-258-6194-1","0","0","0"
"0-0-1-151-258-96-1","0","0","0"
"0-0-3-148-258-1722-1","0","0","0"
"0-0-0-147-258-324-1","0","0","0"
"0-0-0-148-258-3505-1","0","0","0"
"0-0-0-148-258-5677-1","0","0","0"
"0-0-7-152-258-783-1","0","0","0"
"0-0-1-151-258-1770-1","0","0","0"
"0-0-6-147-258-76-1","0","0","0"
"0-0-0-149-258-4268-1","0","0","0"
"0-0-0-148-258-2667-1","0","0","0"
"0-0-0-146-258-3119-1","0","0","0"
"0-0-0-149-258-1258-1","0","0","0"
"0-0-0-145-258-1518-1","0","0","0"
"0-0-0-147-258-3851-1","0","0","0"
"0-0-1-151-258-153-1","0","0","0"
"0-0-1-152-258-333-1","0","0","0"
"0-0-1-152-258-19-1","0","0","0"
"0-0-0-148-258-849-1","0","0","0"
"0-0-1-150-258-4168-1","0","0","0"
"0-0-5-151-258-1545-1","0","0","0"
"0-0-1-149-258-1602-1","0","0","0"
"0-0-20-155-258-56-1","0","0","0"
"0-0-1-149-258-3774-1","0","0","0"
"0-0-0-151-258-699-1","0","0","0"
"0-0-1-150-258-1158-1","0","0","0"
"0-0-6-149-258-1660-1","0","0","0"
"0-0-0-146-258-264-1","0","0","0"
"0-0-0-147-258-444-1","0","0","0"
"0-0-0-148-258-3625-1","0","0","0"
"0-0-0-148-258-5797-1","0","0","0"
"0-0-1-151-258-1890-1","0","0","0"
"0-0-0-146-258-6249-1","0","0","0"
"0-0-0-149-258-2216-1","0","0","0"
"0-0-3-153-258-203-1","0","0","0"
"0-0-0-148-258-2787-1","0","0","0"
"0-0-0-146-258-3239-1","0","0","0"
"0-0-2-151-258-389-1","0","0","0"
"0-0-1-144-258-2147-1","0","0","0"
"0-0-0-149-258-1378-1","0","0","0"
"0-0-0-145-258-1638-1","0","0","0"
"0-0-10-153-258-909-1","0","0","0"
"0-0-0-147-258-3971-1","0","0","0"
"0-0-1-151-258-273-1","0","0","0"
"0-0-1-150-258-2116-1","0","0","0"
"0-0-0-139-258-1352-1","0","0","0"
"0-0-3-148-258-1-1","0","0","0"
"0-0-1-147-258-3071-1","0","0","0"
"0-0-0-148-258-969-1","0","0","0"
"0-0-1-150-258-4288-1","0","0","0"
"0-0-1-141-258-5-1","0","0","0"
"0-0-1-153-258-3040-1","0","0","0"
"0-0-1-150-258-1278-1","0","0","0"
"0-0-0-146-258-384-1","0","0","0"
"0-0-0-147-258-564-1","0","0","0"
"0-0-0-148-258-3745-1","0","0","0"
"0-0-0-149-258-2336-1","0","0","0"
"0-0-1-148-258-88-1","0","0","0"
"0-0-1-143-258-3676-1","0","0","0"
"0-0-0-146-258-3359-1","0","0","0"
"0-0-0-152-258-682-1","0","0","0"
"0-0-1-144-258-2267-1","0","0","0"
"0-0-0-149-258-1498-1","0","0","0"
"0-0-0-145-258-1758-1","0","0","0"
"0-0-0-151-258-4737-1","0","0","0"
"0-0-1-151-258-393-1","0","0","0"
"0-0-1-149-258-4852-1","0","0","0"
"0-0-1-150-258-2236-1","0","0","0"
"0-0-1-152-258-573-1","0","0","0"
"0-0-1-147-258-3191-1","0","0","0"
"0-0-5-152-258-1214-1","0","0","0"
"0-0-0-151-258-1727-1","0","0","0"
"0-0-0-149-258-8476-1","0","0","0"
"0-0-0-148-258-4703-1","0","0","0"
"0-0-4-147-258-1919-1","0","0","0"
"0-0-1-149-258-1842-1","0","0","0"
"0-0-1-150-258-1398-1","0","0","0"
"0-0-0-141-258-1701-1","0","0","0"
"0-0-7-151-258-5739-1","0","0","0"
"0-0-0-141-258-3873-1","0","0","0"
"0-0-0-147-258-684-1","0","0","0"
"0-0-0-148-258-3865-1","0","0","0"
"0-0-0-149-258-2456-1","0","0","0"
"0-0-0-143-258-1055-1","0","0","0"
"0-0-1-147-258-5649-1","0","0","0"
"0-0-0-146-258-1307-1","0","0","0"
"0-0-4-152-258-154-1","0","0","0"
"0-0-0-143-258-80-1","0","0","0"
"0-0-0-145-258-1878-1","0","0","0"
"0-0-1-147-258-2639-1","0","0","0"
"0-0-1-149-258-2800-1","0","0","0"
"0-0-7-150-258-64-1","0","0","0"
"0-0-0-152-258-3448-1","0","0","0"
"0-0-1-152-258-693-1","0","0","0"
"0-0-0-139-258-1592-1","0","0","0"
"0-0-6-150-258-953-1","0","0","0"
"0-0-2-148-258-2471-1","0","0","0"
"0-0-8-155-258-1975-1","0","0","0"
"0-0-0-149-258-3414-1","0","0","0"
"0-0-0-141-258-1821-1","0","0","0"
"0-0-0-148-258-1813-1","0","0","0"
"0-0-0-143-258-2013-1","0","0","0"
"0-0-0-143-258-4185-1","0","0","0"
"0-0-1-141-258-3093-1","0","0","0"
"0-0-4-153-258-679-1","0","0","0"
"0-0-0-150-258-503-1","0","0","0"
"0-0-0-143-258-1175-1","0","0","0"
"0-0-0-147-258-3028-1","0","0","0"
"0-0-6-148-258-42-1","0","0","0"
"0-0-6-153-258-75-1","0","0","0"
"0-0-7-154-258-1601-1","0","0","0"
"0-0-1-150-258-3314-1","0","0","0"
"0-0-0-146-258-3599-1","0","0","0"
"0-0-0-145-258-1998-1","0","0","0"
"0-0-12-152-258-14-1","0","0","0"
"0-0-1-145-258-1098-1","0","0","0"
"0-0-0-151-258-1967-1","0","0","0"
"0-0-1-151-258-1067-1","0","0","0"
"0-0-0-148-258-1933-1","0","0","0"
"0-0-0-143-258-2133-1","0","0","0"
"0-0-6-150-258-1637-1","0","0","0"
"0-0-1-144-258-124-1","0","0","0"
"0-0-1-150-258-739-1","0","0","0"
"0-0-1-145-258-304-1","0","0","0"
"0-0-1-151-258-919-1","0","0","0"
"0-0-0-149-258-2696-1","0","0","0"
"0-0-0-150-258-623-1","0","0","0"
"0-0-0-151-258-803-1","0","0","0"
"0-0-0-146-258-1547-1","0","0","0"
"0-0-1-148-258-2308-1","0","0","0"
"0-0-3-150-258-1082-1","0","0","0"
"0-0-4-152-258-394-1","0","0","0"
"0-0-1-151-258-2025-1","0","0","0"
"0-0-0-152-258-1516-1","0","0","0"
"0-0-0-152-258-3688-1","0","0","0"
"0-0-1-150-258-2596-1","0","0","0"
"0-0-1-151-258-1187-1","0","0","0"
"0-0-7-147-258-56-1","0","0","0"
"0-0-0-146-258-5515-1","0","0","0"
"0-0-1-144-258-4423-1","0","0","0"
"0-0-0-149-258-3654-1","0","0","0"
"0-0-0-143-258-2253-1","0","0","0"
"0-0-1-144-258-244-1","0","0","0"
"0-0-1-150-258-859-1","0","0","0"
"0-0-1-144-258-1413-1","0","0","0"
"0-0-1-146-258-604-1","0","0","0"
"0-0-0-147-258-3268-1","0","0","0"
"0-0-0-151-258-923-1","0","0","0"
"0-0-1-149-258-54-1","0","0","0"
"0-0-1-148-258-2428-1","0","0","0"
"0-0-1-151-258-2145-1","0","0","0"
"0-0-9-151-258-954-1","0","0","0"
"0-0-1-143-258-45-1","0","0","0"
"0-0-0-143-258-3211-1","0","0","0"
"0-0-0-153-258-2399-1","0","0","0"
"0-0-8-150-258-29-1","0","0","0"
"0-0-0-149-258-1602-1","0","0","0"
"0-0-0-149-258-3774-1","0","0","0"
"0-0-0-143-258-2373-1","0","0","0"
"0-0-1-141-258-1281-1","0","0","0"
"0-0-3-150-258-324-1","0","0","0"
"0-0-1-144-258-364-1","0","0","0"
"0-0-1-150-258-979-1","0","0","0"
"0-0-1-145-258-544-1","0","0","0"
"0-0-3-150-258-2160-1","0","0","0"
"0-0-2-152-258-7445-1","0","0","0"
"0-0-1-146-258-724-1","0","0","0"
"0-0-0-147-258-1216-1","0","0","0"
"0-0-0-150-258-863-1","0","0","0"
"0-0-1-151-258-3103-1","0","0","0"
"0-0-1-147-258-904-1","0","0","0"
"0-0-1-150-258-1502-1","0","0","0"
"0-0-0-146-258-1787-1","0","0","0"
"0-0-0-152-258-4766-1","0","0","0"
"0-0-1-148-258-2548-1","0","0","0"
"0-0-0-146-258-56-1","0","0","0"
"0-0-0-139-258-475-1","0","0","0"
"0-0-1-151-258-2265-1","0","0","0"
"0-0-1-149-258-1139-1","0","0","0"
"0-0-0-152-258-1756-1","0","0","0"
"0-0-7-151-258-30-1","0","0","0"
"0-0-2-151-258-733-1","0","0","0"
"0-0-0-149-258-1722-1","0","0","0"
"0-0-0-144-258-4094-1","0","0","0"
"0-0-1-144-258-484-1","0","0","0"
"0-0-0-146-258-2745-1","0","0","0"
"0-0-0-152-258-5724-1","0","0","0"
"0-0-1-145-258-664-1","0","0","0"
"0-0-0-144-258-1084-1","0","0","0"
"0-0-0-150-258-4063-1","0","0","0"
"0-0-0-148-258-2-1","0","0","0"
"0-0-9-153-258-42-1","0","0","0"
"0-0-6-151-258-2609-1","0","0","0"
"0-0-1-146-258-844-1","0","0","0"
"0-0-0-147-258-1336-1","0","0","0"
"0-0-0-150-258-983-1","0","0","0"
"0-0-1-151-258-3223-1","0","0","0"
"0-0-1-151-258-5395-1","0","0","0"
"0-0-1-150-258-1622-1","0","0","0"
"0-0-0-150-258-1053-1","0","0","0"
"0-0-0-141-258-4128-1","0","0","0"
"0-0-0-153-258-1305-1","0","0","0"
"0-0-0-140-258-2527-1","0","0","0"
"0-0-1-149-258-1259-1","0","0","0"
"0-0-0-141-258-1118-1","0","0","0"
"0-0-0-149-258-4852-1","0","0","0"
